Term,Class 1 Frequency,Class -1 Frequency
youth,20,5
note,139,132
devil,6,10
acapella,1,0
gospel,1,1
hymn,1,0
sung,1,2
watson,1,0
wilbury,1,0
handle,204,170
conor,1,0
oberst,1,0
death,24,79
cab,5,0
cutie,4,1
ben,1,2
gibbard,1,0
verify,64,88
goose,85,14
bump,11,23
voice,18,10
mournful,1,0
optimistic,2,0
perpetually,2,1
mesmerize,2,0
god,33,50
fear,20,23
rocker,2,0
charge,373,86
sky,24,15
poppy,3,0
haunt,4,5
guitar,12,1
waltz,1,1
poor,36,68
holter,1,5
christma,209,99
zm,1,0
wqpcr,1,0
yjiqjx,1,0
qw,3,0
eve,11,6
window,77,91
lovely,36,16
re,938,617
morn,64,59
courtesy,13,9
wait,155,103
huff,2,3
frozen,184,221
stream,25,17
spell,12,9
trouble,52,39
quickly,132,39
navigate,11,8
tricky,3,13
manage,160,371
complex,60,62
lesson,21,30
harry,6,3
buoyant,1,0
vividly,1,0
indomitable,1,0
hero,26,1
gently,24,10
reassure,3,4
english,180,38
spot,148,57
myv,1,0
kzjnjj,1,0
ukaim,1,0
dark,68,253
shirt,124,38
casual,37,15
chill,18,12
ringspun,3,0
maximum,91,45
comfort,98,58
han,27,6
luxuriously,2,1
soft,290,89
ring,48,80
spun,17,2
cottonstandard,1,1
fitribb,1,1
cuff,7,9
cafepress,68,24
lily,18,3
bimfvcyezql,1,0
vlwxc,1,0
ay,1,0
egg,407,999
anecdote,9,2
bit,83,39
verse,2,6
edna,2,1
barth,3,2
trace,39,7
symbol,11,5
reflect,98,17
share,509,387
represent,56,37
joy,83,22
miracle,62,19
universal,21,28
emotion,19,35
warmly,7,3
ursula,1,0
arndt,1,0
pleasure,34,13
faith,5,39
enda,1,0
holiday,172,113
reissue,1,1
activity,146,286
inside,77,98
paperback,108,7
glyde,12,1
dummy,37,3
sz,3,1
bb,10,8
cuhrimbxq,3,1
dwlw,3,1
responsible,97,103
adopt,77,16
nurture,10,33
prepar,31,43
healthcare,95,468
wealth,17,26
tip,669,508
basics,87,36
decide,104,31
groome,233,19
psychology,11,7
body,1002,1070
language,56,44
trick,98,38
litter,321,22
organization,76,81
informative,34,29
description,141,40
cuisine,37,2
homegrown,6,1
indoor,86,17
require,245,389
action,140,66
bunch,40,5
rescue,138,17
registry,79,61
hat,70,14
yyt,1,0
bxo,1,0
bx,1,3
om,4,7
vmg,1,0
zg,2,2
late,43,63
grand,30,13
entrance,15,4
costume,75,103
checkre,1,0
print,133,214
bowtie,24,0
attach,72,59
ear,531,84
circumference,2,0
import,51,6
air,259,193
officially,3,6
license,114,69
alice,2,2
wonderland,4,2
express,98,38
visual,90,31
below,397,318
incl,26,3
total,368,79
relevant,66,33
valuable,123,34
wrong,92,127
inappropriate,66,20
offensive,50,9
specific,198,214
particular,114,51
unorganize,42,5
repetitive,42,7
irrelevant,42,5
continually,49,14
improve,406,575
newjersey,5,0
bush,10,16
staple,14,4
yahoo,326,136
thru,10,12
petstore,13,1
manufacturer,119,68
solid,78,108
oak,28,35
cherry,44,23
lancaster,10,4
county,69,780
solidoakandcherryfurniture,1,0
merchant,319,58
assume,90,17
responsibility,140,33
accuracy,129,55
pric,135,68
discrepancy,44,6
estimate,174,68
zip,264,174
code,461,154
exact,79,52
obtain,75,86
third,236,198
effort,85,49
assure,67,25
liability,110,24
inaccuracy,44,6
submit,337,129
shopper,52,8
assist,121,133
opinion,111,37
miscellaneous,34,4
movy,57,26
narrow,131,66
brand,723,178
bosch,1,0
crp,1,14
triax,1,0
hirschmann,1,0
meyle,1,0
aftermarket,1,0
rpm,1,0
international,184,186
mahle,1,0
marshall,43,7
compatible,13,4
acce,1,0
replacement,97,89
chemical,99,170
fluid,24,136
pickup,8,25
electricity,10,2
drivetrain,5,0
exhaust,9,33
tir,16,0
interior,14,15
orientation,2,3
rear,40,7
lower,161,278
external,13,43
fuel,67,113
delivery,209,177
system,556,1179
ignition,2,0
cool,136,73
heate,56,53
autohausaz,1,7
deepdiscount,23,1
unbeatablesale,55,1
custom,201,97
range,307,225
microfinance,2,1
empower,7,25
enable,34,44
poorest,2,0
goodson,1,2
opt,9,32
directory,189,92
index,103,65
france,134,19
germany,55,15
unit,353,389
ebay,149,16
classifi,277,18
paypal,101,16
apartment,80,9
rent,126,32
ticket,65,55
partner,203,224
advertise,418,419
agreement,154,32
contact,1422,1586
stuff,207,64
listname,43,7
wishlist,63,23
close,541,408
confirmation,41,12
resent,78,10
inbox,89,38
account,677,282
activate,46,32
membership,212,49
spam,133,15
folder,82,19
resend,78,10
support,1057,814
forgot,164,38
password,506,147
temporary,133,39
sent,101,56
profile,221,180
change,547,504
reset,43,8
ad-feed,117,24
ad-supplement,58,4
ad-buy,94,22
ad-nutritional,32,3
ad-horse,117,1
ad-wellness,29,1
ad-performance,34,0
title-equine,38,2
title-platinumperformance,31,0
header-equine,33,0
platinumperformance,34,0
platinum,401,13
cj,35,1
ortho,81,18
chon,68,0
ii,92,59
hemo,34,0
flo,38,1
bio,135,99
sponge,70,6
allergy,325,202
formula,332,158
potency,63,24
athletic,165,7
bone,303,465
density,109,12
hoof,138,31
immune,234,429
digestive,283,243
joint,248,1221
metabolic,132,15
reproduction,199,27
fertility,142,549
pak,113,27
advisor,87,29
sponsorship,41,2
log,344,197
cart,557,152
bar,319,38
cardio,64,37
circulatory,36,5
vitamin,661,199
mineral,267,140
gain,122,196
request,354,563
pass,84,58
toll,97,183
am,576,1030
pst,42,8
monday,103,64
friday,118,68
ad-low,22,24
ad-fat,99,15
ad-spray,2,1
ad-fresh,13,1
ad-butter,4,1
ad-taste,5,0
ad-summer,4,0
ad-calory,14,0
ad-serve,3,3
title-summer,4,0
title-gril,1,0
title-idea,5,0
title-believe,1,0
title-butter,1,0
header-fresh,13,3
header-taste,2,0
header-butter,2,0
header-healthier,1,2
gril,8,0
idea,385,120
believe,233,196
butter,189,13
recipe,1215,308
promotion,94,42
article,447,492
spray,50,60
advance,443,293
healthier,89,22
saturate,19,3
hydrogenate,4,5
oil,558,131
ther,3,2
tran,15,9
savory,25,0
balsamic,5,0
asparagus,35,0
springtime,2,0
risotto,4,0
grill,140,7
eggplant,28,1
caprese,1,0
upgrade,18,10
download,153,168
calorie,98,61
diet,2972,661
omega,56,25
ala,7,0
unilever,2,2
map,811,535
faq,344,351
locator,44,35
outside,165,73
sat,32,30
calory,181,30
spread,55,56
blend,221,53
soybean,37,3
canola,3,0
mg,94,74
ad-food,100,16
ad-trust,43,4
ad-name,42,2
ad-pet,306,15
ad-supply,97,10
ad-service,15,42
ad-organics,3,0
ad-choose,5,7
ad-organic,49,3
ad-distributor,5,0
ad-quality,48,25
ad-selection,14,16
title-albert,1,0
title-organics,2,1
title-home,87,43
header-albert,1,0
header-organics,1,0
header-heartland,1,0
header-meadow,2,0
albert,11,18
pioneer,16,11
door,279,291
grown,51,11
america,416,181
largest,81,83
knowledgeable,12,12
distribution,17,181
california,165,102
colorado,60,69
florida,53,121
hampshire,11,35
minnesota,16,33
north,241,126
carolina,45,61
regional,11,9
mutually,1,0
supportive,3,7
artisan,50,0
locally,19,18
regionally,1,0
globally,3,2
heartland,18,5
meadow,39,1
angus,44,1
beef,373,27
steak,189,26
ribeye,9,0
sirloin,31,0
broil,9,1
boneless,38,0
stew,38,3
ground,166,48
chuck,32,8
reverence,1,0
land,183,818
warehouse,33,10
retailer,56,19
college,56,124
grower,28,6
ad-mattress,2,0
ad-value,2,6
ad-sweet,2,0
ad-dream,3,5
ad-direct,6,1
ad-door,3,2
title-wolf,1,0
title-corp,2,0
wolf,4,2
futon,3,0
aerolife,2,0
mattress,9,14
sleep,368,531
lifetone,1,0
posture,6,7
super,413,55
warranty,111,21
registration,32,59
continuous,7,14
ownership,32,1
grant,10,49
locate,96,104
ft,49,46
wayne,10,9
indiana,17,32
generation,28,63
expertise,22,34
develop,154,457
corporation,81,74
corn,182,85
husk,4,0
wool,59,15
excelsior,3,0
definitely,51,33
definition,12,68
facebook,667,370
aptera,1,0
sitefinity,1,0
asp,10,5
net,181,107
cm,36,45
ad-local,79,22
ad-poultry,65,3
ad-supplier,3,2
ad-near,31,40
ad-web,12,2
ad-search,39,28
ad-destination,7,0
title-plainsboro,4,0
title-nj,57,9
title-poultry,60,0
title-feed,92,14
title-supplier,5,0
header-server,18,1
header-error,18,1
plainsboro,22,1
nj,869,306
poultry,1246,15
rain,63,4
filter,557,149
wholesale,114,25
nearby,51,24
city,599,259
princeton,27,35
junction,7,4
cranbury,22,0
kingston,4,0
dayton,3,2
monmouth,7,5
kendall,8,1
park,228,119
windsor,26,3
rocky,80,7
hightstown,4,0
sort,149,38
link,658,578
hktdc,6,0
chicken,1595,91
feeder,492,73
waterer,181,8
pen,228,8
incubator,121,178
brooder,61,0
randallburkey,21,0
sell,183,58
tractor,220,7
cattle,979,36
freeagclassifi,6,0
agway,24,0
newegypt,10,0
bohonyi,24,0
livestock,957,66
retail,193,23
shave,87,15
allivet,14,5
medication,205,652
vaccine,57,231
desandre,5,0
brother,23,15
rd,121,88
mi,303,35
penn,12,8
stanley,5,20
son,62,65
brunswick,280,21
rapco,2,0
imlaystown,2,0
allentown,2,1
agrain,2,0
pennington,2,2
rick,14,3
saddle,76,11
englishtown,14,1
highway,33,46
cream,390,230
ridge,48,6
ext,5,3
mon,28,14
monsat,2,0
perdue,1,0
bordentown,4,1
quote,164,109
thestreet,4,0
gourmetfood,5,0
china,38,21
hong,7,0
kong,8,1
tdc,1,0
sourc,4,3
host,126,48
exporter,7,3
trader,12,17
wholesaler,10,1
india,13,24
indiamart,4,3
html,90,31
worldwide,39,60
marketplace,121,68
clsassif,1,0
exportersindia,1,0
indian,27,25
htm,48,17
file,102,36
server,59,27
error,210,107
look,929,542
remove,141,275
temporarily,20,7
unavailable,30,8
piscataway,261,32
mom,227,298
wrinkle,58,108
dermatologist,53,28
shock,130,23
samsung,57,6
sel,149,35
hr,88,23
unemploy,57,4
zorkmid,2,0
casa,4,0
rosario,2,0
italian,73,46
pizza,82,12
wall,162,140
wing,19,11
reasonably,2,2
comment,701,373
royeee,2,0
carpet,11,3
town,75,23
fellow,6,13
restaurant,366,143
jill,4,3
tandoori,4,0
tandori,2,0
admit,34,17
seriously,14,8
stumble,3,4
weekend,56,12
mail,355,530
match,187,143
abundant,43,9
enrich,33,4
coupon,720,168
cod,57,16
circular,44,5
grocery,95,36
event,331,298
keyword,61,15
venue,29,7
newsletter,544,322
stay,150,226
connect,116,94
socialize,39,3
dentist,46,1749
plumber,31,5
popular,310,154
concert,48,17
sporte,48,11
theater,65,30
recently,175,74
ny,172,147
chicago,79,40
il,64,23
switch,60,32
mobile,207,63
patent,78,116
data,118,153
acxiom,28,3
claim,296,56
ad-cattle,74,16
ad-corn,6,1
ad-check,14,10
title-corn,9,1
title-ok,4,0
title-cattle,54,2
header-abundant,6,3
header-content,21,14
header-enrich,6,3
header-life,13,5
ok,146,27
groupon,9,0
nyc,24,23
windy,6,0
mower,41,0
power,369,434
elevator,2,6
agricultural,86,41
consultant,70,178
federal,19,10
insecticide,20,1
fertilizer,51,11
agency,48,44
seed,187,28
bulb,282,42
colony,10,8
weatherford,7,6
bessie,2,0
cordell,2,0
eakly,3,0
clinton,14,6
hydro,3,2
arapaho,3,0
foss,2,0
mountain,209,51
bargain,59,18
lowpriceshopper,10,3
bizrate,43,4
cistern,3,1
agriculture,92,36
construction,66,112
dependency,1,27
cattleac,2,0
cooperative,24,0
littke,2,0
orient,8,30
ave,145,58
consolidate,4,1
neptune,2,1
toseeka,3,0
org,114,136
shopica,2,0
wikipedia,29,21
encyclopedia,27,110
advantage,168,82
disadvantage,1,0
cow,312,107
compose,3,19
forage,32,4
legume,12,3
en,68,60
wiki,15,12
commonly,20,126
dakota,13,66
northern,50,37
tier,2,2
ag,106,16
ndsu,2,0
edu,22,7
pub,10,2
ansci,3,0
ad-osteoprosis,5,0
ad-treatment,32,528
ad-top,39,64
ad-resource,11,13
ad-solution,15,17
ad-osteoporosis,6,20
ad-relief,19,56
ad-functiontofitness,1,0
title-personal,12,2
title-train,10,0
title-exercise,5,2
title-osteoporosis,5,9
title-prevention,5,9
title-physiotherapy,5,0
title-ottawa,5,0
header-personal,12,0
header-train,11,1
header-exercise,10,4
header-osteoporosis,5,2
header-prevention,5,24
header-physiotherapy,5,0
header-program,6,12
osteoporosis,59,409
prevention,78,376
physiotherapy,25,1
ottawa,33,5
margaret,33,1
blog,344,396
testimonial,164,302
form,400,521
sidebar,6,2
menu,54,36
physiotherapist,5,2
certify,218,78
strength,52,61
trainer,88,86
achieve,181,107
fitness,532,244
function,93,247
effective,181,329
tailor,20,7
perform,71,203
assessment,25,59
determine,61,155
baseline,5,1
past,95,240
identify,103,145
medically,6,33
successful,117,86
sport,215,196
tenne,12,10
hik,58,4
rugby,7,0
recover,31,25
risk,128,811
productive,20,7
fall,144,65
fracture,9,116
carwood,15,0
circle,31,238
direction,148,98
quiet,35,13
thoughtful,6,0
practitioner,36,37
appropriate,49,54
movement,35,76
adjustment,23,20
helpful,130,142
encouragement,7,2
progressive,11,39
difficulty,22,76
graham,12,3
ontario,23,48
porous,6,1
joyce,27,3
chalmer,5,0
kanata,10,0
fuller,17,1
hockey,7,5
approach,102,154
core,20,14
able,157,224
ice,301,118
andrew,13,20
wadden,5,1
sitemap,177,131
ad-feeder,18,12
title-feeder,9,11
title-automatic,4,0
title-waterer,6,0
automatic,97,70
drsfostersmith,42,3
clearance,267,81
certificate,140,31
eco,76,11
seasonal,75,22
essential,308,123
sleeper,40,2
hideout,45,0
pond,614,76
wild,329,22
desk,41,7
specifically,44,103
safely,41,29
mouth,42,155
glass,101,67
bottom,138,53
crock,18,4
lixit,5,1
flip,15,3
lock,95,62
smart,83,139
gravity,26,4
bin,105,7
tank,94,314
veg,2,15
bowl,157,56
stainless,39,63
steel,133,102
cup,101,72
chew,155,27
proof,86,20
stoneware,2,0
brush,93,94
loc,2,4
drinkwell,3,0
fountain,34,9
lebistro,3,0
seller,199,34
default,42,4
lowest,113,23
refine,92,18
internet,150,48
subscription,213,66
puppy,523,12
bundle,62,7
honor,40,7
reminder,53,11
cater,33,4
paw,79,12
cause,236,1980
rhinelander,27,0
wisconsin,83,33
reprint,30,6
blank,47,31
ad-jersey,5,6
ad-barn,16,6
ad-build,22,4
ad-dairy,49,10
ad-livestock,124,13
ad-shedrow,3,0
ad-hay,12,2
ad-call,69,74
title-quality,16,10
title-build,33,0
title-llc,11,0
title-barn,9,0
title-ride,5,0
title-arena,3,0
title-design,9,4
title-restore,9,0
title-renovate,3,0
header-quality,7,2
header-build,10,0
header-llc,6,0
barn,366,37
arena,35,9
restore,53,89
renovate,7,0
equestrian,26,4
facility,125,677
stable,33,20
multi,192,64
shedrow,3,0
sh,135,15
dairy,481,137
storage,196,257
garage,35,15
pole,38,5
restoration,25,53
renovation,5,3
builder,35,4
solar,47,5
restor,11,14
decorative,22,0
angl,3,0
upstair,3,0
thistlecreek,7,0
pre,87,181
energy,457,286
conveniently,15,20
neighbor,45,17
maryland,20,44
delaware,8,34
connecticut,8,43
illinoe,42,39
dreame,11,1
decad,38,19
integrity,4,12
browse,163,120
ll,430,384
craftsmanship,15,16
ethic,3,0
shine,17,6
example,83,128
frame,153,150
timber,11,20
stick,121,13
distinction,4,4
proud,70,63
dream,155,59
apr,14,12
material,235,221
physical,76,217
bart,3,0
davenport,23,2
ad-free,274,153
ad-restaurant,8,3
ad-coupon,37,10
ad-discount,17,3
title-printable,3,0
title-restaurant,3,4
title-coupon,15,1
title-shopathome,9,1
header-printable,3,0
header-restaurant,4,0
header-coupon,43,2
printable,39,43
shopathome,69,16
joine,41,22
agree,99,69
access,153,163
instantly,33,10
easily,162,76
accessible,17,10
thousand,83,50
dine,40,15
boston,46,32
hurry,42,8
dunkin,6,0
donut,7,2
cold,135,215
discount,306,128
cash,61,11
exclusive,148,40
didn,123,93
matter,115,99
andrea,13,3
belcaro,10,2
respective,80,16
ad-art,2,4
ad-robert,1,1
ad-bissell,1,0
ad-bear,2,0
ad-imagination,1,0
ad-limit,15,1
ad-edition,1,0
title-fine,1,24
title-artist,1,0
title-chalk,1,0
title-gallery,2,3
title-spectacular,1,0
title-visionary,1,0
title-art,8,4
title-glass,1,1
title-sculpture,1,0
title-jewelry,2,0
chalk,10,3
gallery,143,113
spectacular,30,2
visionary,1,1
sculpture,1,3
jewelry,82,36
ad-helpful,8,1
ad-article,24,45
ad-photo,14,13
ad-cat,19,3
ad-fancy,8,0
title-kitten,9,0
title-tip,30,8
title-guide,39,34
header-kitten,8,0
kitten,473,3
addthe,89,98
utility,144,111
forums,58,86
doubleduty,5,0
identification,61,9
spay,48,1
neuter,49,1
checklist,58,99
community,454,306
litterbox,49,1
tidy,6,0
tidbit,4,0
discuss,72,82
human,139,121
strictly,19,22
rarely,15,43
approve,54,75
sometime,88,187
previous,89,59
poll,38,79
comprehensive,105,61
week,1073,1406
soften,33,20
regular,168,198
routine,139,44
maintain,150,151
feline,26,10
overall,116,85
proper,118,95
nutrient,129,52
tag,191,105
collar,194,17
reliable,39,104
lost,422,93
empty,63,71
nest,159,15
syndrome,30,321
alphabetical,25,1
process,308,803
acquire,23,15
sitewide,8,0
august,226,126
hundre,83,43
sweepstak,52,54
clik,7,0
adoption,77,54
met,22,15
sucess,8,1
shelter,63,6
behaviorist,11,0
aggression,9,8
scratch,53,13
elimination,16,8
abyssinian,11,0
shorthair,39,0
bengal,12,0
bombay,11,0
egyptian,12,1
mau,11,0
himalayan,15,2
maine,24,33
coon,12,1
munchkin,11,0
pixie,11,0
oriental,16,3
longhair,12,0
siamese,17,0
playmate,10,0
playtime,34,0
advocacy,8,39
arnold,11,3
plotnick,8,0
marilyn,9,6
krieger,8,5
jeanne,11,1
adlon,8,0
becky,8,5
robinson,14,2
marty,15,0
becker,8,2
pam,9,3
johnson,26,27
bennett,13,15
library,87,54
flea,150,21
tick,131,39
parasite,60,55
adult,165,244
senior,52,98
curl,13,0
balinese,13,0
chartreux,11,0
laperm,11,0
norwegian,29,3
forest,38,16
persian,11,2
ragdoll,13,0
savannah,13,2
sphynx,11,0
toyger,11,0
turkish,20,3
van,20,35
catchannel,23,0
signup,25,19
hobby,248,43
fancy,80,40
subscribe,258,105
subscriber,59,10
disclaimer,85,392
thread,52,19
endorse,33,17
employee,80,56
guideline,66,94
participation,29,10
hi,102,30
kelsee,2,0
cotd,1,0
cast,37,18
vote,33,27
ad-toy,13,5
title-toy,6,4
title-rat,3,0
title-mice,3,0
mice,37,6
vareity,3,0
importance,72,20
fly,65,16
saucer,3,0
gnawsome,3,0
hut,20,5
regal,9,0
kritty,3,0
wolfberry,3,0
twig,5,0
woven,41,4
chewbular,3,0
tube,24,59
toss,60,5
silent,7,5
spinner,19,0
rattle,8,0
nut,199,21
knot,75,1
nibbler,3,0
lava,7,11
stuf,131,11
ware,103,0
hamtrac,5,0
racetrack,18,0
octo,3,0
ferretrail,3,0
tumble,3,4
tropical,64,2
fiddlestick,3,0
bell,41,12
ad-wide,3,3
ad-mfr,2,0
ad-stock,10,11
ad-ready,7,4
ad-ship,59,23
ad-lawn,6,1
ad-fungus,6,0
ad-control,7,44
ad-scott,4,0
ad-prevent,5,12
ad-cure,2,5
ad-disease,13,243
title-click,12,22
ad-nutrition,24,2
ad-express,6,0
ad-site,41,11
ad-diet,59,19
ad-bodybuild,2,0
ad-overall,2,1
ad-health,39,27
ad-day,49,14
title-gainer,1,0
title-protein,11,0
title-nutrition,18,2
title-express,7,0
header-weight,60,4
header-gainer,1,0
header-carb,1,0
gainer,48,0
carb,106,44
powder,193,118
muscle,158,241
simply,294,139
typically,35,78
meal,322,147
workout,133,33
whey,70,10
lab,155,92
creatine,29,0
cytogainer,2,0
cytosport,44,0
malt,9,0
mass,40,14
optimum,73,13
mega,12,5
weider,1,0
smooth,49,28
heavyweight,9,1
sweeten,4,4
juice,120,33
ultimate,70,14
fudge,20,0
lean,86,13
bsn,10,0
qty,44,0
vanilla,105,52
strawberry,144,7
creme,63,0
cooky,97,12
mint,32,26
myogenix,1,0
pdf,48,242
checkout,101,37
